1020000000	安道尔
1784000000	阿联酋
1004000000	阿富汗
1028000000	安提瓜和巴布达
1660000000	安圭拉
1008000000	阿尔巴尼亚
1051000000	亚美尼亚
1024000000	安哥拉
1010000000	南极洲
1032000000	阿根廷
1016000000	美属萨摩亚
1040000000	奥地利
1036000000	澳大利亚
1533000000	阿鲁巴
1248000000	奥兰群岛
1031000000	阿塞拜疆
1070000000	波黑
1052000000	巴巴多斯
1050000000	孟加拉
1056000000	比利时
1854000000	布基纳法索
1100000000	保加利亚
1048000000	巴林
1108000000	布隆迪
1204000000	贝宁
1652000000	圣巴泰勒米岛
1060000000	百慕大
1096000000	文莱
1068000000	玻利维亚
1535000000	荷兰加勒比区
1076000000	巴西
1044000000	巴哈马
1064000000	不丹
1074000000	布韦岛
1072000000	博茨瓦纳
1112000000	白俄罗斯
1084000000	伯利兹
1124000000	加拿大
1166000000	科科斯群岛
1180000000	刚果（金）
1140000000	中非
1178000000	刚果（布）
1756000000	瑞士
1384000000	科特迪瓦
1184000000	库克群岛
1152000000	智利
1120000000	喀麦隆
1156000000	中国
1170000000	哥伦比亚
1188000000	哥斯达黎加
1192000000	古巴
1132000000	佛得角
1162000000	圣诞岛
1196000000	塞浦路斯
1203000000	捷克
1276000000	德国
1262000000	吉布提
1208000000	丹麦
1212000000	多米尼克
1214000000	多米尼加
1012000000	阿尔及利亚
1218000000	厄瓜多尔
1233000000	爱沙尼亚
1818000000	埃及
1732000000	西撒哈拉
1232000000	厄立特里亚
1724000000	西班牙
1231000000	埃塞俄比亚
1246000000	芬兰
1242000000	斐济群岛
1238000000	马尔维纳斯群岛（福克兰）
1583000000	密克罗尼西亚联邦
1234000000	法罗群岛
1250000000	法国
1266000000	加蓬
1826000000	英国
1308000000	格林纳达
1268000000	格鲁吉亚
1254000000	法属圭亚那
1831000000	根西岛
1288000000	加纳
1292000000	直布罗陀
1304000000	格陵兰
1270000000	冈比亚
1324000000	几内亚
1312000000	瓜德罗普
1226000000	赤道几内亚
1300000000	希腊
1239000000	南乔治亚岛和南桑威奇群岛
1320000000	危地马拉
1316000000	关岛
1624000000	几内亚比绍
1328000000	圭亚那
1344000000	香港
1334000000	赫德岛和麦克唐纳群岛
1340000000	洪都拉斯
1191000000	克罗地亚
1332000000	海地
1348000000	匈牙利
1360000000	印尼
1372000000	爱尔兰
1376000000	以色列
1833000000	马恩岛
1356000000	印度
1086000000	英属印度洋领地
1368000000	伊拉克
1364000000	伊朗
1352000000	冰岛
1380000000	意大利
1832000000	泽西岛
1388000000	牙买加
1400000000	约旦
1392000000	日本
1404000000	肯尼亚
1417000000	吉尔吉斯斯坦
1116000000	柬埔寨
1296000000	基里巴斯
1174000000	科摩罗
1659000000	圣基茨和尼维斯
1408000000	朝鲜
1410000000	韩国
1414000000	科威特
1136000000	开曼群岛
1398000000	哈萨克斯坦
1418000000	老挝
1422000000	黎巴嫩
1662000000	圣卢西亚
1438000000	列支敦士登
1144000000	斯里兰卡
1430000000	利比里亚
1426000000	莱索托
1440000000	立陶宛
1442000000	卢森堡
1428000000	拉脱维亚
1434000000	利比亚
1504000000	摩洛哥
1492000000	摩纳哥
1498000000	摩尔多瓦
1499000000	黑山
1663000000	法属圣马丁
1450000000	马达加斯加
1584000000	马绍尔群岛
1807000000	马其顿
1466000000	马里
1104000000	缅甸
1496000000	蒙古国；蒙古
1446000000	澳门
1580000000	北马里亚纳群岛
1474000000	马提尼克
1478000000	毛里塔尼亚
1500000000	蒙塞拉特岛
1470000000	马耳他
1480000000	毛里求斯
1462000000	马尔代夫
1454000000	马拉维
1484000000	墨西哥
1458000000	马来西亚
1508000000	莫桑比克
1516000000	纳米比亚
1540000000	新喀里多尼亚
1562000000	尼日尔
1574000000	诺福克岛
1566000000	尼日利亚
1558000000	尼加拉瓜
1528000000	荷兰
1578000000	挪威
1524000000	尼泊尔
1520000000	瑙鲁
1570000000	纽埃
1554000000	新西兰
1512000000	阿曼
1591000000	巴拿马
1604000000	秘鲁
1258000000	法属波利尼西亚
1598000000	巴布亚新几内亚
1608000000	菲律宾
1586000000	巴基斯坦
1616000000	波兰
1666000000	圣皮埃尔和密克隆
1612000000	皮特凯恩群岛
1630000000	波多黎各
1275000000	巴勒斯坦
1620000000	葡萄牙
1585000000	帕劳
1600000000	巴拉圭
1634000000	卡塔尔
1638000000	留尼汪
1642000000	罗马尼亚
1688000000	塞尔维亚
1643000000	俄罗斯
1646000000	卢旺达
1682000000	沙特阿拉伯
1090000000	所罗门群岛
1690000000	塞舌尔
1729000000	苏丹
1752000000	瑞典
1702000000	新加坡
1654000000	圣赫勒拿
1705000000	斯洛文尼亚
1744000000	斯瓦尔巴群岛和扬马延岛
1703000000	斯洛伐克
1694000000	塞拉利昂
1674000000	圣马力诺
1686000000	塞内加尔
1706000000	索马里
1740000000	苏里南
1728000000	南苏丹
1678000000	圣多美和普林西比
1222000000	萨尔瓦多
1760000000	叙利亚
1748000000	斯威士兰
1796000000	特克斯和凯科斯群岛
1148000000	乍得
1260000000	法属南部领地
1768000000	多哥
1764000000	泰国
1762000000	塔吉克斯坦
1772000000	托克劳
1626000000	东帝汶
1795000000	土库曼斯坦
1788000000	突尼斯
1776000000	汤加
1792000000	土耳其
1780000000	特立尼达和多巴哥
1798000000	图瓦卢
1158000000	台湾
1834000000	坦桑尼亚
1804000000	乌克兰
1800000000	乌干达
1581000000	美国本土外小岛屿
1840000000	美国
1858000000	乌拉圭
1860000000	乌兹别克斯坦
1336000000	梵蒂冈
1670000000	圣文森特和格林纳丁斯
1862000000	委内瑞拉
1092000000	英属维尔京群岛
1850000000	美属维尔京群岛
1704000000	越南
1548000000	瓦努阿图
1876000000	瓦利斯和富图纳
1882000000	萨摩亚
1887000000	也门
1175000000	马约特
1710000000	南非
1894000000	赞比亚
1716000000	津巴布韦
